no_of_samples,enb_rssi,ue_rssi,enb_rsrp,ue_rsrp,enb_pwr,ue_pwr
122,-50,-52,-75,-65,-23.562,-23.439165
123,-50,-52,-76,-65,-23.5856,-23.394565
124,-50,-52,-78,-65,-22.9172,-23.297465
125,-50,-52,-75,-65,-22.313,-23.383265
126,-48,-52,-70,-65,-22.1097,-23.516865
127,-47,-52,-70,-65,-22.049,-23.643365
128,-48,-51,-71,-64,-22.2981,-23.750764
129,-48,-51,-72,-64,-21.9124,-23.6564
130,-49,-51,-73,-64,-21.6982,-23.814364
131,-49,-51,-76,-64,-21.6667,-23.839164
132,-50,-51,-82,-64,-21.6639,-23.890364
133,-47,-51,-73,-64,-21.6764,-23.897164
134,-47,-51,-70,-64,-21.5734,-23.864
135,-46,-51,-70,-64,-21.6272,-23.801364
136,-47,-51,-71,-64,-21.7498,-23.950764
137,-47,-51,-72,-64,-21.4484,-23.800464
138,-48,-51,-73,-64,-21.295,-23.893264
139,-48,-51,-75,-64,-21.2313,-24.004364
140,-49,-51,-71,-64,-21.2846,-23.888564
141,-47,-51,-70,-64,-21.7241,-23.916764
142,-47,-51,-70,-64,-21.7532,-23.999964
143,-47,-51,-70,-64,-21.5486,-23.791264
144,-47,-51,-72,-64,-21.5838,-23.956864
145,-48,-51,-73,-64,-21.6043,-24.012264
146,-48,-51,-75,-64,-21.5649,-23.939964
147,-49,-51,-78,-64,-21.5598,-23.964664
148,-48,-51,-72,-64,-21.5069,-23.864764
149,-47,-51,-70,-64,-21.5685,-23.849664
150,-46,-51,-70,-64,-21.6039,-24.090764
151,-46,-51,-70,-64,-21.2783,-23.873464
152,-47,-51,-71,-64,-21.1295,-23.921964
153,-47,-51,-72,-64,-21.1265,-23.947564
154,-48,-51,-74,-64,-21.1756,-23.895964
155,-49,-51,-71,-64,-21.5313,-24.047264
156,-49,-51,-70,-64,-21.5114,-23.909364
157,-49,-51,-70,-64,-21.5864,-23.871864
158,-47,-51,-70,-64,-21.7354,-23.981164
159,-47,-51,-71,-64,-21.8349,-24.035464
160,-48,-51,-73,-64,-21.8745,-24.080864
161,-49,-51,-74,-64,-22.0547,-24.048664
162,-50,-51,-77,-64,-22.0833,-23.832564
163,-50,-51,-72,-64,-22.3346,-23.946964
164,-50,-51,-71,-64,-22.3496,-24.015264
165,-47,-51,-70,-64,-21.8798,-23.933864
166,-47,-51,-70,-64,-21.6838,-24.087964
167,-45,-51,-69,-64,-19.8403,-24.303764
168,-48,-57,-70,-70,-22.4078,-18.97147
169,-48,-56,-75,-69,-22.1556,-20.296969
170,-49,-57,-71,-70,-21.7143,-20.03177
171,-49,-56,-70,-69,-21.5829,-20.217369
172,-48,-56,-70,-69,-22.287,-20.684869
173,-47,-56,-70,-69,-21.903,-20.660969
174,-48,-57,-72,-70,-23.083,-19.71997
175,-49,-56,-75,-70,-23.5927,-20.18297
176,-47,-58,-71,-71,-20.4785,-18.914571
177,-48,-57,-73,-70,-21.2621,-19.65067
178,-50,-58,-74,-71,-21.4908,-18.832771
179,-50,-57,-72,-70,-22.2218,-19.70747
180,-48,-57,-70,-70,-22.3305,-19.95717
181,-54,-58,-72,-73,-20.3477,-20.557473
183,-52,-54,-80,-67,-25.5943,-19.445667
184,-57,-53,-84,-67,-33.4578,-20.606167
185,-54,-55,-82,-68,-29.5887,-20.951168
186,-57,-54,-81,-68,-30.7253,-20.013868
187,-53,-54,-78,-67,-27.3184,-21.65967
188,-54,-54,-75,-67,-28.9337,-21.00767
189,-54,-54,-77,-68,-30.5203,-19.310368
190,-52,-54,-73,-68,-27.6169,-20.635868
191,-54,-54,-75,-68,-30.4005,-19.348668
192,-56,-54,-76,-67,-30.7205,-19.532867
193,-54,-54,-75,-67,-28.923,-19.635567
194,-55,-55,-73,-68,-27.9126,-18.805368
195,-52,-55,-73,-69,-28.1271,-18.496169
196,-52,-55,-73,-69,-28.3279,-18.392569
197,-52,-55,-73,-69,-28.2038,-18.369869
198,-52,-55,-73,-69,-28.1117,-18.528169
199,-54,-55,-73,-68,-28.1172,-19.044168
200,-57,-54,-76,-67,-31.0761,-19.495167
201,-53,-54,-75,-68,-29.8018,-19.353268
202,-53,-54,-75,-68,-30.1322,-19.248368
203,-53,-55,-75,-68,-29.4912,-18.855668
204,-54,-55,-74,-68,-29.2433,-18.813868
205,-55,-54,-74,-68,-29.1513,-19.211468
206,-54,-54,-75,-67,-30.0329,-19.358467
207,-51,-54,-73,-68,-27.6312,-19.283568
208,-51,-55,-73,-69,-27.7078,-18.650269
209,-52,-55,-73,-69,-27.7214,-18.444569
210,-54,-55,-73,-69,-27.8511,-18.365469
211,-55,-55,-73,-69,-27.8039,-18.362269
212,-51,-55,-73,-69,-27.3986,-18.562969
213,-52,-54,-73,-68,-28.602,-19.253468
214,-53,-54,-75,-68,-29.8217,-19.313368
215,-54,-54,-74,-68,-29.4708,-19.369168
216,-57,-54,-75,-68,-29.7198,-19.02668
217,-54,-55,-75,-68,-29.6926,-18.887168
218,-53,-55,-75,-68,-29.5781,-18.863268
219,-53,-54,-75,-68,-29.7222,-19.316168
220,-55,-54,-76,-67,-30.7052,-19.552667
221,-55,-54,-73,-68,-28.4793,-19.04468
222,-51,-53,-71,-67,-25.2964,-19.431767
223,-50,-52,-72,-65,-26.6347,-21.001465
224,-50,-53,-71,-66,-26.4477,-20.367366
225,-50,-52,-72,-65,-26.4797,-20.820665
226,-50,-52,-70,-66,-24.33,-20.767666
227,-53,-51,-70,-64,-26.3149,-21.563164
228,-51,-51,-73,-65,-27.141,-21.411165
229,-48,-52,-71,-65,-24.7725,-20.880365
230,-48,-53,-70,-66,-24.9706,-20.302566
231,-49,-53,-69,-66,-24.1655,-22.345366
232,-51,-52,-74,-66,-25.6305,-22.838866
233,-54,-52,-78,-66,-28.0025,-23.063166
234,-52,-53,-75,-66,-24.9174,-22.7466
235,-53,-55,-81,-68,-26.0738,-20.8768
236,-54,-55,-75,-69,-25.8038,-20.803269
237,-51,-56,-72,-69,-25.871,-20.439969
238,-51,-56,-73,-69,-26.0168,-20.294769
239,-51,-55,-73,-69,-26.3206,-20.464269
240,-52,-55,-74,-68,-26.7913,-21.028768
241,-54,-54,-79,-67,-28.593,-21.586767
242,-54,-54,-79,-68,-27.6977,-21.299768
243,-55,-54,-82,-68,-27.9871,-21.285368
244,-55,-55,-76,-68,-27.8128,-20.955968
245,-54,-55,-74,-68,-28.0444,-21.68
246,-53,-54,-74,-68,-28.3889,-21.463168
247,-55,-54,-79,-68,-30.2944,-21.225368
248,-52,-55,-74,-68,-26.6678,-21.032568
249,-53,-56,-75,-69,-27.1473,-20.3669
250,-54,-56,-78,-69,-27.0332,-20.200169
251,-54,-56,-81,-70,-26.9828,-20.09587
252,-55,-56,-75,-69,-27.08,-20.136669
253,-53,-56,-73,-69,-26.7,-20.443169
254,-54,-55,-75,-68,-29.395,-21.053468
255,-54,-55,-78,-68,-29.6756,-21.227168
256,-54,-55,-77,-68,-28.938,-21.071568
257,-54,-55,-77,-68,-27.9441,-20.880368
258,-54,-55,-78,-69,-27.9899,-20.744669
259,-56,-55,-76,-68,-28.6531,-20.830368
260,-56,-55,-75,-68,-29.3661,-20.952768
261,-54,-54,-76,-68,-28.4244,-21.378868
262,-52,-56,-72,-69,-26.9146,-20.523269
263,-52,-56,-73,-70,-27.3212,-20.00727
264,-53,-56,-75,-69,-28.0468,-20.262669
265,-55,-56,-79,-69,-29.3959,-20.192469
266,-54,-55,-79,-69,-27.3063,-20.73369
267,-54,-54,-80,-68,-27.2539,-21.143868
268,-58,-54,-81,-67,-32.8935,-22.159567
269,-56,-54,-80,-67,-30.8781,-22.891167
270,-53,-54,-74,-67,-27.9971,-21.816867
271,-53,-54,-75,-67,-27.8446,-21.5467
272,-53,-54,-76,-67,-27.845,-21.536767
273,-56,-54,-78,-67,-29.3902,-21.818767
274,-59,-54,-85,-67,-35.291,-19.986267
275,-54,-54,-74,-67,-26.8301,-22.431667
276,-53,-56,-71,-69,-26.8026,-20.469269
277,-52,-55,-72,-69,-27.2206,-20.612869
278,-52,-55,-73,-69,-27.1884,-20.60969
279,-52,-55,-74,-69,-27.2968,-20.748869
280,-52,-55,-75,-68,-26.5467,-20.87868
281,-55,-54,-77,-68,-28.2443,-21.480468
282,-59,-54,-86,-67,-36.0172,-20.544767
283,-55,-54,-76,-67,-28.4573,-22.328167
284,-54,-54,-73,-68,-27.7545,-21.296968
285,-52,-55,-73,-68,-27.5777,-21.140468
286,-53,-55,-74,-68,-27.7682,-21.126768
287,-56,-54,-78,-67,-30.3662,-21.597967
288,-57,-54,-83,-67,-32.1229,-20.950767
289,-53,-54,-77,-68,-26.3826,-21.180468
290,-55,-55,-73,-69,-26.9779,-20.770569
291,-54,-55,-73,-69,-27.244,-20.667769
292,-52,-55,-73,-68,-27.1215,-20.963968
293,-52,-55,-73,-68,-27.1681,-21.006768
294,-52,-55,-74,-68,-26.8393,-21.106768
295,-56,-54,-79,-67,-30.9357,-21.966567
296,-56,-54,-83,-67,-30.7085,-22.554767
297,-55,-54,-81,-67,-28.1125,-21.753167
298,-56,-54,-76,-68,-28.0568,-21.436868
299,-55,-55,-74,-68,-28.0936,-21.216668
300,-54,-54,-75,-68,-28.7966,-21.415968
301,-56,-54,-77,-67,-31.0818,-21.565167
302,-54,-54,-78,-67,-28.2797,-22.381267
303,-55,-55,-75,-68,-27.1271,-21.048968
304,-53,-55,-77,-69,-27.6014,-20.698269
305,-54,-55,-80,-69,-27.578,-20.541169
306,-55,-55,-79,-69,-27.7687,-20.58369
307,-54,-55,-77,-69,-27.4249,-20.728769
308,-49,-55,-69,-68,-23.5806,-21.194468
309,-49,-54,-70,-68,-24.3068,-21.434468
310,-49,-55,-71,-68,-23.4529,-20.786368
311,-54,-54,-76,-68,-28.2836,-22.010568
312,-46,-54,-73,-67,-20.2995,-21.824667
313,-49,-55,-68,-68,-22.441,-21.520568
314,-52,-54,-71,-68,-25.1701,-21.528768
315,-50,-54,-72,-67,-24.0707,-22.050167
316,-48,-54,-70,-67,-22.9225,-21.503767
317,-48,-55,-71,-69,-22.6338,-20.019869
318,-49,-55,-74,-68,-23.7565,-20.493968
319,-48,-54,-74,-68,-21.6837,-21.798768
320,-47,-55,-72,-69,-20.7717,-21.028469
321,-47,-56,-68,-69,-19.3665,-20.148269
322,-51,-54,-69,-67,-23.0839,-21.522967
323,-53,-54,-75,-67,-24.5387,-22.663567
324,-44,-53,-67,-66,-19.4541,-22.432966
325,-46,-56,-68,-70,-20.9887,-19.91227
326,-52,-57,-71,-71,-22.4521,-19.293571
327,-49,-56,-76,-69,-23.2561,-20.611769
328,-50,-55,-76,-69,-23.0913,-20.74869
329,-49,-56,-74,-69,-21.1493,-20.581569
330,-49,-56,-69,-69,-21.2097,-20.707969
331,-44,-56,-67,-69,-19.4128,-20.61969
332,-50,-56,-70,-69,-24.8391,-20.651269
333,-49,-55,-74,-68,-23.4703,-21.147768
334,-49,-55,-74,-69,-23.3049,-20.427469
335,-48,-54,-73,-68,-21.2891,-21.51868
336,-51,-53,-74,-67,-23.8909,-22.199767
337,-49,-53,-70,-67,-20.9406,-22.034267
338,-50,-54,-70,-67,-23.5316,-21.783967
339,-53,-54,-74,-68,-25.2099,-21.111368
340,-49,-55,-73,-68,-23.6774,-20.838668
341,-47,-54,-71,-67,-22.0309,-21.720467
342,-48,-53,-71,-67,-22.4486,-22.073167
343,-47,-54,-73,-67,-21.1098,-21.889567
344,-48,-55,-74,-68,-20.6039,-20.928268
345,-49,-55,-73,-68,-21.9643,-20.877168
346,-48,-55,-71,-68,-22.6073,-20.943568
347,-48,-55,-71,-68,-22.5947,-20.901368
348,-46,-55,-70,-68,-21.4214,-20.918668
349,-48,-54,-71,-67,-21.9401,-22.083267
350,-51,-53,-78,-66,-24.7661,-22.163666
351,-49,-53,-77,-67,-22.2319,-22.497667
352,-50,-54,-75,-68,-22.9668,-21.571368
353,-50,-55,-71,-68,-22.9838,-21.095868
354,-50,-54,-70,-68,-22.3521,-21.380668
355,-49,-53,-71,-67,-23.5573,-22.251267
356,-48,-54,-72,-67,-22.7435,-21.986967
357,-46,-54,-68,-67,-19.8092,-21.812167
358,-48,-54,-71,-68,-21.7439,-21.227668
359,-51,-54,-78,-68,-24.606,-21.274768
361,-50,-59,-74,-74,-22.5622,-14.647774
362,-48,-60,-73,-75,-23.9217,-15.850375
363,-52,-58,-75,-72,-23.6489,-16.772772
364,-46,-58,-69,-72,-21.6815,-17.124572
365,-47,-58,-72,-71,-22.9411,-18.882771
366,-50,-58,-75,-73,-23.3581,-17.227473
367,-48,-59,-73,-73,-21.5691,-15.80673
368,-54,-59,-77,-74,-27.991,-16.02674
369,-52,-59,-84,-74,-24.2082,-14.813674
370,-52,-60,-82,-76,-22.6947,-13.292476
371,-51,-61,-86,-79,-27.4161,-10.991879
372,-50,-61,-88,-80,-26.8701,-10.68088
373,-52,-61,-87,-80,-26.976,-10.63258
374,-53,-61,-87,-80,-26.9413,-12.40078
375,-55,-60,-88,-76,-27.3531,-16.363476
376,-57,-60,-88,-76,-30.1467,-16.227476
377,-50,-60,-75,-75,-23.0765,-15.663975
378,-47,-59,-67,-74,-21.5119,-16.900474
379,-48,-58,-73,-72,-22.968,-17.99372
380,-47,-59,-72,-73,-22.3434,-18.264273
381,-49,-60,-76,-75,-23.5623,-16.997675
382,-49,-60,-76,-75,-22.8537,-16.076875
383,-50,-59,-78,-74,-23.207,-17.323474
384,-49,-59,-80,-74,-21.821,-17.081474
385,-49,-59,-74,-73,-21.8367,-17.414873
386,-51,-59,-71,-74,-21.7494,-16.880174
387,-47,-60,-72,-74,-22.1623,-16.643274
388,-48,-60,-73,-74,-22.5094,-16.579274
389,-48,-60,-75,-75,-22.8179,-16.577475
390,-49,-59,-76,-73,-22.599,-17.935673
391,-49,-59,-77,-73,-21.5411,-17.81373
392,-49,-59,-73,-73,-21.7311,-17.513473
393,-48,-59,-72,-73,-22.1263,-17.735573
394,-47,-59,-72,-74,-22.2943,-16.652774
395,-50,-60,-79,-74,-25.3526,-16.600774
396,-49,-59,-77,-73,-23.9809,-17.573973
397,-49,-59,-77,-73,-23.5114,-17.380273
398,-50,-59,-78,-73,-23.3723,-17.362773
399,-50,-59,-79,-74,-22.9006,-16.917574
400,-51,-60,-75,-75,-22.8514,-16.609775
401,-51,-60,-73,-74,-22.9077,-16.79574
402,-50,-60,-73,-75,-22.7623,-16.398275
403,-49,-60,-74,-75,-23.5068,-16.754875
404,-48,-59,-75,-72,-23.1854,-18.010672
405,-48,-59,-74,-74,-22.1022,-17.19474
406,-49,-60,-77,-76,-22.3004,-15.805176
407,-49,-60,-80,-75,-21.5252,-16.063275
408,-51,-60,-75,-76,-22.5337,-15.439976
409,-48,-61,-73,-77,-22.389,-14.950477
410,-47,-61,-72,-77,-22.0412,-15.165477
411,-47,-60,-72,-76,-21.7222,-15.405376
412,-47,-60,-73,-74,-21.816,-16.701274
413,-48,-60,-74,-75,-21.6386,-16.72775
414,-50,-60,-79,-74,-23.0457,-16.876474
415,-50,-60,-76,-76,-23.0852,-15.615176
416,-50,-60,-74,-76,-22.8355,-15.267976
417,-48,-59,-73,-74,-22.6734,-17.018274
418,-48,-59,-74,-73,-22.9553,-17.527173
419,-48,-59,-75,-74,-23.2522,-17.134474
420,-48,-59,-75,-73,-23.0757,-17.583873
421,-49,-59,-77,-73,-23.1364,-17.908373
422,-50,-59,-81,-74,-23.3504,-16.818374
423,-51,-59,-76,-74,-23.2648,-17.574
424,-52,-59,-73,-74,-22.4644,-17.251374
425,-51,-59,-73,-74,-22.4974,-17.334474
426,-48,-59,-73,-74,-22.7954,-17.183174
427,-48,-59,-73,-74,-22.2623,-17.038674
428,-48,-60,-75,-74,-22.4999,-16.790274
429,-50,-60,-78,-75,-23.2069,-16.348175
430,-50,-60,-80,-75,-23.3935,-16.060575
431,-51,-59,-76,-73,-23.0362,-17.942673
432,-49,-59,-72,-73,-22.1748,-17.410173
433,-48,-59,-72,-73,-22.5879,-17.69973
434,-48,-59,-73,-73,-23.0393,-18.132573
435,-48,-60,-73,-74,-22.63,-16.78174
436,-48,-60,-74,-75,-22.1633,-16.633975
437,-49,-60,-76,-74,-22.5782,-16.548474
438,-50,-59,-80,-74,-22.616,-18.509974
439,-50,-59,-73,-74,-21.6795,-17.075574
440,-48,-60,-72,-74,-21.5935,-16.793274
441,-47,-59,-72,-74,-22.0688,-15.092174
442,-48,-60,-74,-75,-23.8479,-16.379775
443,-48,-60,-75,-74,-23.058,-16.586874
444,-50,-59,-77,-73,-22.967,-17.835273
445,-50,-58,-78,-72,-22.6538,-17.98772
446,-50,-59,-81,-73,-22.6975,-17.892673
447,-49,-59,-76,-73,-22.8081,-17.919373
448,-48,-59,-73,-73,-22.4416,-17.568773
449,-48,-60,-74,-74,-23.0878,-16.915674
450,-48,-59,-75,-74,-22.9937,-17.201974
451,-48,-59,-75,-73,-22.294,-17.399773
452,-48,-59,-76,-73,-21.9353,-17.369173
453,-49,-59,-78,-73,-21.9487,-17.376673
454,-50,-59,-74,-73,-21.9531,-17.323173
455,-48,-59,-72,-74,-21.9662,-17.136974
456,-50,-59,-74,-74,-22.8947,-16.971974
457,-48,-60,-74,-74,-22.7781,-16.759174
458,-48,-59,-74,-72,-22.9352,-18.027772
459,-48,-58,-75,-72,-22.2048,-18.303272
460,-49,-59,-76,-73,-22.3338,-17.867773
461,-50,-58,-80,-72,-23.2516,-18.759472
462,-51,-59,-84,-74,-23.3272,-17.047474
463,-50,-59,-77,-74,-23.5486,-16.772874
464,-49,-59,-75,-74,-23.5963,-17.194674
465,-48,-60,-74,-75,-22.6874,-16.408875
466,-48,-60,-73,-74,-21.9372,-16.586274
467,-48,-59,-75,-73,-21.9576,-17.436373
468,-49,-59,-77,-73,-22.1699,-17.987773
469,-50,-59,-74,-73,-22.1369,-17.548973
470,-51,-59,-75,-74,-23.5847,-17.309474
471,-51,-59,-75,-74,-23.8384,-16.879874
472,-47,-59,-73,-73,-22.5493,-17.787873
473,-48,-59,-74,-72,-23.0366,-18.107972
474,-48,-59,-74,-73,-22.7502,-17.676773
475,-50,-59,-77,-73,-23.2757,-17.50373
476,-51,-60,-78,-75,-22.9998,-16.299675
477,-50,-60,-82,-74,-23.083,-16.720474
478,-50,-59,-75,-73,-22.1675,-17.606373
479,-49,-59,-72,-73,-22.0627,-17.52373
480,-47,-59,-72,-73,-22.0672,-17.870273
481,-47,-59,-73,-73,-22.1019,-17.453173
482,-48,-59,-74,-74,-21.7489,-16.967774
483,-50,-60,-74,-75,-22.5102,-16.350875
484,-50,-60,-78,-75,-23.6458,-16.147375
485,-49,-59,-75,-74,-23.1022,-17.260374
486,-49,-58,-73,-72,-23.0928,-18.563972
487,-48,-59,-73,-72,-22.7206,-18.028672
488,-47,-59,-71,-73,-21.9835,-17.679273
489,-48,-59,-74,-73,-22.8823,-17.501173
490,-49,-59,-76,-73,-23.1516,-17.554273
491,-50,-59,-77,-73,-22.9152,-17.853473
492,-50,-59,-79,-73,-22.5659,-17.416773
493,-50,-59,-74,-74,-22.3128,-17.048674
494,-50,-59,-73,-74,-22.3686,-16.839774
495,-47,-60,-71,-75,-22.2274,-16.239675
496,-49,-60,-72,-75,-23.442,-16.256275
497,-50,-60,-73,-75,-24.2517,-15.962475
498,-51,-60,-73,-76,-24.4478,-16.257676
499,-51,-59,-73,-73,-23.6996,-17.561273
500,-53,-59,-74,-74,-23.5443,-17.181774
501,-50,-59,-74,-74,-23.5122,-17.247974
502,-49,-59,-72,-73,-23.5003,-17.352473
503,-49,-60,-72,-75,-24.182,-16.057375
504,-50,-60,-72,-75,-24.3159,-16.219775
505,-50,-60,-72,-75,-23.9532,-16.372375
506,-50,-60,-72,-75,-23.241,-16.355875
507,-51,-60,-72,-75,-22.9687,-16.327675
508,-50,-60,-73,-75,-22.9699,-16.288175
509,-49,-60,-73,-75,-23.0917,-16.309275
510,-49,-60,-72,-75,-23.9408,-16.183875
511,-48,-60,-70,-75,-23.1706,-16.161375
512,-49,-59,-72,-74,-23.5476,-16.978874
513,-48,-59,-69,-73,-21.9202,-17.539973
514,-50,-59,-73,-74,-23.4395,-17.238674
515,-51,-59,-72,-73,-22.3773,-17.932773
516,-50,-59,-75,-73,-23.6537,-17.126773
517,-50,-60,-78,-75,-23.7543,-16.563475
518,-48,-60,-70,-75,-22.5253,-16.924875
519,-48,-60,-70,-74,-22.7003,-16.807974
520,-48,-60,-70,-74,-22.2964,-16.775474
521,-48,-60,-69,-74,-21.6046,-17.108374
522,-50,-60,-72,-74,-22.3785,-17.19574
523,-50,-59,-73,-74,-22.5173,-17.585374
524,-49,-59,-75,-74,-22.8746,-17.72774
525,-48,-59,-70,-74,-22.0908,-17.117374
526,-48,-59,-72,-73,-22.971,-15.866673
527,-47,-59,-69,-73,-22.0515,-17.82673
528,-50,-59,-79,-74,-29.3004,-15.551774
529,-47,-57,-65,-71,-20.305,-19.938171
530,-54,-58,-76,-72,-26.2185,-18.215372
531,-56,-57,-84,-70,-28.7162,-20.26367
532,-49,-55,-75,-69,-23.199,-20.892569
533,-47,-55,-77,-68,-22.0115,-21.439868
534,-47,-54,-69,-68,-22.0481,-21.340368
535,-48,-55,-70,-68,-22.5042,-21.312368
536,-48,-54,-70,-68,-22.284,-21.578168
537,-50,-54,-72,-67,-22.705,-21.625767
538,-52,-54,-75,-68,-23.5078,-21.375668
