0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125
0.1767235;0.1762977;0.1754473;0.1741741;0.1724814;0.1703731;0.1678545;0.1649314;0.161611;0.1579012;0.1538111;0.1493504;0.1445299;0.1393613;0.1338569;0.12803;0.1218947;0.1154657;0.1087586;0.1017895;0.0945751;0.0871329;0.0794808;0.0716372;0.0636211;0.0554516;0.0471486;0.038732;0.0302221;0.0216394;0.0130045;0.0043383;-0.0043383;-0.0130045;-0.0216394;-0.0302221;-0.038732;-0.0471486;-0.0554516;-0.0636211;-0.0716372;-0.0794808;-0.0871329;-0.0945751;-0.1017895;-0.1087586;-0.1154657;-0.1218947;-0.12803;-0.1338569;-0.1393613;-0.1445299;-0.1493504;-0.1538111;-0.1579012;-0.161611;-0.1649314;-0.1678545;-0.1703731;-0.1724814;-0.1741741;-0.1754473;-0.1762977;-0.1767235
0.1765638;0.1748634;0.1714789;0.166443;0.1598042;0.1516264;0.1419884;0.1309829;0.118716;0.1053058;0.0908814;0.0755818;0.0595543;0.0429532;0.0259385;0.008674;-0.008674;-0.0259385;-0.0429532;-0.0595543;-0.0755818;-0.0908814;-0.1053058;-0.118716;-0.1309829;-0.1419884;-0.1516264;-0.1598042;-0.166443;-0.1714789;-0.1748634;-0.1765638;-0.1765638;-0.1748634;-0.1714789;-0.166443;-0.1598042;-0.1516264;-0.1419884;-0.1309829;-0.118716;-0.1053058;-0.0908814;-0.0755818;-0.0595543;-0.0429532;-0.0259385;-0.008674;0.008674;0.0259385;0.0429532;0.0595543;0.0755818;0.0908814;0.1053058;0.118716;0.1309829;0.1419884;0.1516264;0.1598042;0.166443;0.1714789;0.1748634;0.1765638
0.1762977;0.1724814;0.1649314;0.1538111;0.1393613;0.1218947;0.1017895;0.0794808;0.0554516;0.0302221;0.0043383;-0.0216394;-0.0471486;-0.0716372;-0.0945751;-0.1154657;-0.1338569;-0.1493504;-0.161611;-0.1703731;-0.1754473;-0.1767235;-0.1741741;-0.1678545;-0.1579012;-0.1445299;-0.12803;-0.1087586;-0.0871329;-0.0636211;-0.038732;-0.0130045;0.0130045;0.038732;0.0636211;0.0871329;0.1087586;0.12803;0.1445299;0.1579012;0.1678545;0.1741741;0.1767235;0.1754473;0.1703731;0.161611;0.1493504;0.1338569;0.1154657;0.0945751;0.0716372;0.0471486;0.0216394;-0.0043383;-0.0302221;-0.0554516;-0.0794808;-0.1017895;-0.1218947;-0.1393613;-0.1538111;-0.1649314;-0.1724814;-0.1762977
0.1759255;0.1691648;0.1559031;0.1366502;0.1121459;0.083332;0.0513156;0.0173271;-0.0173271;-0.0513156;-0.083332;-0.1121459;-0.1366502;-0.1559031;-0.1691648;-0.1759255;-0.1759255;-0.1691648;-0.1559031;-0.1366502;-0.1121459;-0.083332;-0.0513156;-0.0173271;0.0173271;0.0513156;0.083332;0.1121459;0.1366502;0.1559031;0.1691648;0.1759255;0.1759255;0.1691648;0.1559031;0.1366502;0.1121459;0.083332;0.0513156;0.0173271;-0.0173271;-0.0513156;-0.083332;-0.1121459;-0.1366502;-0.1559031;-0.1691648;-0.1759255;-0.1759255;-0.1691648;-0.1559031;-0.1366502;-0.1121459;-0.083332;-0.0513156;-0.0173271;0.0173271;0.0513156;0.083332;0.1121459;0.1366502;0.1559031;0.1691648;0.1759255
0.1754473;0.1649314;0.1445299;0.1154657;0.0794808;0.038732;-0.0043383;-0.0471486;-0.0871329;-0.1218947;-0.1493504;-0.1678545;-0.1762977;-0.1741741;-0.161611;-0.1393613;-0.1087586;-0.0716372;-0.0302221;0.0130045;0.0554516;0.0945751;0.12803;0.1538111;0.1703731;0.1767235;0.1724814;0.1579012;0.1338569;0.1017895;0.0636211;0.0216394;-0.0216394;-0.0636211;-0.1017895;-0.1338569;-0.1579012;-0.1724814;-0.1767235;-0.1703731;-0.1538111;-0.12803;-0.0945751;-0.0554516;-0.0130045;0.0302221;0.0716372;0.1087586;0.1393613;0.161611;0.1741741;0.1762977;0.1678545;0.1493504;0.1218947;0.0871329;0.0471486;0.0043383;-0.038732;-0.0794808;-0.1154657;-0.1445299;-0.1649314;-0.1754473
0.1748634;0.1598042;0.1309829;0.0908814;0.0429532;-0.008674;-0.0595543;-0.1053058;-0.1419884;-0.166443;-0.1765638;-0.1714789;-0.1516264;-0.118716;-0.0755818;-0.0259385;0.0259385;0.0755818;0.118716;0.1516264;0.1714789;0.1765638;0.166443;0.1419884;0.1053058;0.0595543;0.008674;-0.0429532;-0.0908814;-0.1309829;-0.1598042;-0.1748634;-0.1748634;-0.1598042;-0.1309829;-0.0908814;-0.0429532;0.008674;0.0595543;0.1053058;0.1419884;0.166443;0.1765638;0.1714789;0.1516264;0.118716;0.0755818;0.0259385;-0.0259385;-0.0755818;-0.118716;-0.1516264;-0.1714789;-0.1765638;-0.166443;-0.1419884;-0.1053058;-0.0595543;-0.008674;0.0429532;0.0908814;0.1309829;0.1598042;0.1748634
0.1741741;0.1538111;0.1154657;0.0636211;0.0043383;-0.0554516;-0.1087586;-0.1493504;-0.1724814;-0.1754473;-0.1579012;-0.1218947;-0.0716372;-0.0130045;0.0471486;0.1017895;0.1445299;0.1703731;0.1762977;0.161611;0.12803;0.0794808;0.0216394;-0.038732;-0.0945751;-0.1393613;-0.1678545;-0.1767235;-0.1649314;-0.1338569;-0.0871329;-0.0302221;0.0302221;0.0871329;0.1338569;0.1649314;0.1767235;0.1678545;0.1393613;0.0945751;0.038732;-0.0216394;-0.0794808;-0.12803;-0.161611;-0.1762977;-0.1703731;-0.1445299;-0.1017895;-0.0471486;0.0130045;0.0716372;0.1218947;0.1579012;0.1754473;0.1724814;0.1493504;0.1087586;0.0554516;-0.0043383;-0.0636211;-0.1154657;-0.1538111;-0.1741741
0.17338;0.1469845;0.0982119;0.0344874;-0.0344874;-0.0982119;-0.1469845;-0.17338;-0.17338;-0.1469845;-0.0982119;-0.0344874;0.0344874;0.0982119;0.1469845;0.17338;0.17338;0.1469845;0.0982119;0.0344874;-0.0344874;-0.0982119;-0.1469845;-0.17338;-0.17338;-0.1469845;-0.0982119;-0.0344874;0.0344874;0.0982119;0.1469845;0.17338;0.17338;0.1469845;0.0982119;0.0344874;-0.0344874;-0.0982119;-0.1469845;-0.17338;-0.17338;-0.1469845;-0.0982119;-0.0344874;0.0344874;0.0982119;0.1469845;0.17338;0.17338;0.1469845;0.0982119;0.0344874;-0.0344874;-0.0982119;-0.1469845;-0.17338;-0.17338;-0.1469845;-0.0982119;-0.0344874;0.0344874;0.0982119;0.1469845;0.17338
0.1724814;0.1393613;0.0794808;0.0043383;-0.0716372;-0.1338569;-0.1703731;-0.1741741;-0.1445299;-0.0871329;-0.0130045;0.0636211;0.12803;0.1678545;0.1754473;0.1493504;0.0945751;0.0216394;-0.0554516;-0.1218947;-0.1649314;-0.1762977;-0.1538111;-0.1017895;-0.0302221;0.0471486;0.1154657;0.161611;0.1767235;0.1579012;0.1087586;0.038732;-0.038732;-0.1087586;-0.1579012;-0.1767235;-0.161611;-0.1154657;-0.0471486;0.0302221;0.1017895;0.1538111;0.1762977;0.1649314;0.1218947;0.0554516;-0.0216394;-0.0945751;-0.1493504;-0.1754473;-0.1678545;-0.12803;-0.0636211;0.0130045;0.0871329;0.1445299;0.1741741;0.1703731;0.1338569;0.0716372;-0.0043383;-0.0794808;-0.1393613;-0.1724814
0.1714789;0.1309829;0.0595543;-0.0259385;-0.1053058;-0.1598042;-0.1765638;-0.1516264;-0.0908814;-0.008674;0.0755818;0.1419884;0.1748634;0.166443;0.118716;0.0429532;-0.0429532;-0.118716;-0.166443;-0.1748634;-0.1419884;-0.0755818;0.008674;0.0908814;0.1516264;0.1765638;0.1598042;0.1053058;0.0259385;-0.0595543;-0.1309829;-0.1714789;-0.1714789;-0.1309829;-0.0595543;0.0259385;0.1053058;0.1598042;0.1765638;0.1516264;0.0908814;0.008674;-0.0755818;-0.1419884;-0.1748634;-0.166443;-0.118716;-0.0429532;0.0429532;0.118716;0.166443;0.1748634;0.1419884;0.0755818;-0.008674;-0.0908814;-0.1516264;-0.1765638;-0.1598042;-0.1053058;-0.0259385;0.0595543;0.1309829;0.1714789
